title,NER,link
"""Caramel Layer Chocolate Squares""","""caramels,milk,milk,chocolate cake,butter,nuts,chocolate chips""","""www.cookbooks.com/Recipe-Details.aspx?id=981980"""
"""Banana Nut Bread""","""sugar,butter,eggs,flour,walnuts,vanilla,milk,soda,bananas""","""www.cookbooks.com/Recipe-Details.aspx?id=278968"""
"""Hamburger Casserole""","""hamburger,onion,green pepper,garlic salt,tomato sauce,catsup,amount sugar,egg noodles,cream cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=528341"""
"""Prune Cake""","""sugar,flour,salt,soda,nutmeg,cinnamon,allspice,nuts,eggs,buttermilk,Wesson oil,prunes""","""www.cookbooks.com/Recipe-Details.aspx?id=1073401"""
"""Manhattan Clam Chowder""","""butter,bacon,onion,celery,green bell pepper,clove garlic,potatoes,salt,black pepper,bay leaf,boiling water,tomatoes,catsup,clams,thyme,cayenne pepper,parsley""","""www.cookbooks.com/Recipe-Details.aspx?id=882158"""
"""Christmas All Through The House Potpourri""","""lemon,orange,cloves,allspice,cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=847924"""
"""Irish Potato Candy""","""potato,powdered sugar,peanut butter""","""www.cookbooks.com/Recipe-Details.aspx?id=933420"""
"""Russian Tea Cakes""","""oleo/butter,vanilla,nuts,powdered sugar,flour,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=788087"""
"""Creative Dough(Kids' Play Dough)""","""flour,cream of tartar,salt,water,vegetable oil,vanilla,coloring""","""www.cookbooks.com/Recipe-Details.aspx?id=829339"""
"""Blonde Brownies""","""flour,soda,baking powder,salt,brown sugar,butter,eggs,vanilla,chocolate chips,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=837790"""
"""Broiled Herbed Tomatoes""","""tomatoes,margarine,bread crumbs,rosemary leaf,basil leaf,salt,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=212933"""
"""Pistachio Coffee Cake""","""yellow cake,pistachio instant pudding,sour cream,eggs,cold water,Wesson oil""","""www.cookbooks.com/Recipe-Details.aspx?id=914746"""
"""Pecan Pie""","""white Karo,white sugar,eggs,butter,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=477050"""
"""Blueberry Dump Cake""","""Pie filling,Pineapple,margarine,Flake Coconut,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=135691"""
"""Orange Slice Cake""","""butter,sugar,eggs,baking soda,Red,dates,orange slice candy,Angel,nut meats,buttermilk""","""www.cookbooks.com/Recipe-Details.aspx?id=393234"""
"""Fruitcake Cookies""","""dates,green cherries,candied pineapple,walnuts,pecans,rum,flour,butter,brown sugar,eggs,flour,soda,cinnamon,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=1029063"""
"""Breakfast Casserole(Serves 8)""","""long grain,ground beef,onion,water,almonds,hot sausage,mushrooms,soy sauce""","""www.cookbooks.com/Recipe-Details.aspx?id=843545"""
"""Chocolate Peanut Butter Puffs""","""marshmallows,semi-sweet chocolate bits,peanut butter,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=382374"""
"""Bertha'S Macaroni Delight""","""onions,margarine,cream of celery soup,milk,cheese,macaroni,bread""","""www.cookbooks.com/Recipe-Details.aspx?id=353437"""
"""Fresh Apple Cake""","""oil,eggs,all-purpose,salt,peeled apples,sugar,vanilla,soda,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=859305"""
"""Pizza Casserole""","""onion,green pepper,ground beef,egg noodles,tomato soup,water,mushrooms,pizza sauce,Mozzarella cheese,pepperoni""","""www.cookbooks.com/Recipe-Details.aspx?id=487056"""
"""Zucchini Casserole""","""Bisquick,eggs,onion,zucchini,salt,pepper,salt,oil,Parmesan cheese,oregano""","""www.cookbooks.com/Recipe-Details.aspx?id=830964"""
"""Puppy Chow""","""butter,smooth peanut butter,chocolate chips,powdered sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=161019"""
"""Funnel Cakes""","""egg,milk,flour,sugar,salt,soda,baking powder""","""www.cookbooks.com/Recipe-Details.aspx?id=803198"""
"""Donah'S Coffee Milk""","""coffee,milk,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=710672"""
"""Marshmallows""","""unflavored gelatin,sugar,salt,vanilla,light corn syrup,Confectioners sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=150254"""
"""Cucumber Relish""","""cucumbers,onions,garlic,bell peppers,salt,vinegar,sugar,turmeric""","""www.cookbooks.com/Recipe-Details.aspx?id=978191"""
"""Light And Dark""","""butter,flour,nuts,cream cheese,powdered sugar,pudding,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=737586"""
"""Easy Chocolate Cake""","""flour,sugar,cocoa,oleo,shortening,buttermilk,soda,eggs,salt,water""","""www.cookbooks.com/Recipe-Details.aspx?id=326367"""
"""Fried Whitefish(Modern)""","""whitefish,salt,eggs,flour,cornmeal,bread crumbs,lard""","""www.cookbooks.com/Recipe-Details.aspx?id=199422"""
"""Jicama Sun Delight(Appetizer)""","""jicama,cucumbers,oranges,fresh lemons""","""www.cookbooks.com/Recipe-Details.aspx?id=447838"""
"""Hidden Valley Ranch Oyster Crackers""","""milk,dill weed,salad oil,crackers,lemon pepper,garlic powder""","""www.cookbooks.com/Recipe-Details.aspx?id=772940"""
"""Stuffed Mushrooms""","""mushrooms,green onion,clove garlic,butter,bread crumbs,cheddar cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=65164"""
"""Breakfast Casserole""","""white bread,margarine,shredded cheese,eggs,cream,sausage,salt,dry mustard""","""www.cookbooks.com/Recipe-Details.aspx?id=996450"""
"""Italian Dressing""","""onion,clove garlic,sugar,red wine vinegar,olive oil,catsup,salt,dry mustard,paprika,oregano""","""www.cookbooks.com/Recipe-Details.aspx?id=658034"""
"""Strawberry Fluff""","""cream cheese,pineapple,frozen strawberries,sugar,bananas,nuts,cool whip""","""www.cookbooks.com/Recipe-Details.aspx?id=96671"""
"""Old-Fashioned Scalloped Potatoes""","""potatoes,milk,butter,flour,salt,onion,parsley""","""www.cookbooks.com/Recipe-Details.aspx?id=573959"""
"""Bee Sting Buns(Makes 16 Buns)""","""crescent rolls,cream cheese,butter,brown sugar,honey,almond extract,almonds""","""www.cookbooks.com/Recipe-Details.aspx?id=683755"""
"""Meatless Lasagna""","""lasagna noodles,Ricotta cheese,Mozzarella cheese,Parmesan cheese,egg,parsley,onion powder,garlic powder,salt,black pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=99925"""
"""Pecan Fudge Pie""","""sugar,flour,cocoa,eggs,vanilla,butter,shell,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=596427"""
"""Browned Chicken And Salsa""","""chicken,butter,your favorite salsa""","""www.cookbooks.com/Recipe-Details.aspx?id=99988"""
"""Cheddar Chowder""","""boiling water,potatoes,celery,salt,butter,milk,Cheddar cheese,cauliflowerets,carrots,onion,pepper,flour,ham""","""www.cookbooks.com/Recipe-Details.aspx?id=230151"""
"""Cheese Patties With Pecans""","""sharp cheese,butter,flour,salt,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=600664"""
"""Crab Spread(Appetizer)""","""cream cheese,mayonnaise,Worcestershire sauce,lemon juice,garlic,parsley flakes,shrimp,cocktail sauce""","""www.cookbooks.com/Recipe-Details.aspx?id=710322"""
"""Crispy Baked Onion Rings""","""sweet onions,corn flakes,salt,sugar,paprika,egg substitute""","""www.cookbooks.com/Recipe-Details.aspx?id=400922"""
"""Peanut Butter Rice Krispie Bars""","""chunky peanut butter,sugar,white corn syrup,Rice Krispies,chocolate chips""","""www.cookbooks.com/Recipe-Details.aspx?id=266827"""
"""Unusual Oatmeal Cookies""","""shortening,brown sugar,eggs,vanilla,flour,baking powder,cinnamon,baking soda,salt,coconut,nuts,oatmeal""","""www.cookbooks.com/Recipe-Details.aspx?id=197207"""
"""Salad Soup""","""garlic,sugar,salt,vegetable juice,salad oil,lemon juice,Worcestershire sauce,tomatoes,cucumber,green pepper,carrots,celery,green onion""","""www.cookbooks.com/Recipe-Details.aspx?id=36325"""
"""Christmas Cheer Punch""","""ginger ale,lemon-lime soda,red maraschino cherries,orange,maraschino cherries""","""www.cookbooks.com/Recipe-Details.aspx?id=846590"""
"""Fresh Cranberry-Orange Relish""","""orange,cranberries,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=719301"""
"""May Muffins""","""flour,mayonnaise,buttermilk""","""www.cookbooks.com/Recipe-Details.aspx?id=233603"""
"""Oyster Cracker Snack""","""oyster crackers,oil,dill,lemon pepper,garlic""","""www.cookbooks.com/Recipe-Details.aspx?id=687301"""
"""Quick Salmon Casserole""","""salmon,condensed cream,liquid,peas,chips""","""www.cookbooks.com/Recipe-Details.aspx?id=220306"""
"""Tofu Foo Yong""","""water,snow peas,green onions,water chestnuts,fresh bean sprouts,tofu,soy sauce,mashed tofu,flour,yeast,CHICKEN-STYLE""","""www.cookbooks.com/Recipe-Details.aspx?id=964910"""
"""Cheese Cake""","""Ricotta cheese,cream cheese,sugar,eggs,cornstarch,lemon juice,vanilla,butter,sour cream""","""www.cookbooks.com/Recipe-Details.aspx?id=217962"""
"""M&M Cookies""","""shortening,brown sugar,sugar,vanilla,chocolate chips,eggs,flour,baking soda,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=253180"""
"""Chickpea Spread On Baguette""","""chickpeas,sour cream,clove garlic,salt,pepper,sweet paprika,grated Monterey,baguette""","""www.cookbooks.com/Recipe-Details.aspx?id=139142"""
"""Quick One Dish Meal""","""macaroni,green pepper,tuna,onion""","""www.cookbooks.com/Recipe-Details.aspx?id=413240"""
"""Instant Spiced Russian Tea""","""sugar,cinnamon,ground cloves""","""www.cookbooks.com/Recipe-Details.aspx?id=821964"""
"""Bean Dip""","""ground beef,onion,beans,taco seasoning mix,tomato sauce,sour cream,grated cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=940452"""
"""Prune Whip Pie""","""prunes,prunes,lemon juice,sugar,salt,eggs,milk,gelatin,cold water,pastry shell""","""www.cookbooks.com/Recipe-Details.aspx?id=911179"""
"""Breakfast Bars""","""butter,marshmallows,peanut butter,nonfat dry milk,orange flavored instant breakfast,raisins,Cheerios""","""www.cookbooks.com/Recipe-Details.aspx?id=298669"""
"""Salmon Patties For Two""","""salmon,crackers,egg,onion,parsley,dry mustard,salt,celery,lemon juice""","""www.cookbooks.com/Recipe-Details.aspx?id=267447"""
"""Soft Date Cookies""","""dates,soda,sugar,butter,eggs,vanilla,flour,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=44473"""
"""Pickled Corn""","""corn,canning salt,water,vinegar""","""www.cookbooks.com/Recipe-Details.aspx?id=907570"""
"""Chicken Casserole""","""chicken breasts,cream of chicken soup,cream of celery soup,chicken broth,stuffing,margarine""","""www.cookbooks.com/Recipe-Details.aspx?id=115399"""
"""Cheese Squash""","""summer squash,onion,Cheddar cheese,sugar,eggs,butter,ground sage,paprika,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=487878"""
"""Roasted Potatoes""","""onion,vegetable oil,butter,thyme,marjoram,pepper,potatoes""","""www.cookbooks.com/Recipe-Details.aspx?id=276374"""
"""Spinach Balls""","""spinach,stuffing mix,onions,eggs,butter,Parmesan cheese,garlic salt,thyme,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=370556"""
"""Brown Gravy""","""bacon drippings,salt,flour,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=842160"""
"""Italian Pasta And Bean Soup(Pasta E Fagioli)""","""clove garlic,oil,tomatoes,beef broth,parsley,salt,fresh ground pepper,basil,oregano,white beans,pasta,cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=141043"""
"""Pumpkin Muffins""","""shortening,sugar,eggs,pumpkin,water,flour,baking soda,salt,baking powder,cinnamon,cloves,nuts,raisins""","""www.cookbooks.com/Recipe-Details.aspx?id=551136"""
"""Cabbage Patch Stew""","""hamburger,celery,salt,pepper,tomatoes,onion,green pepper,chili beans,kidney beans,cabbage""","""www.cookbooks.com/Recipe-Details.aspx?id=859196"""
"""Reuben Dip""","""corned beef,sauerkraut,Swiss cheese,mayonnaise""","""www.cookbooks.com/Recipe-Details.aspx?id=944183"""
"""V. Mc'S Chicken And Broccoli""","""margarine,skinless,broccoli cheese soup,water,broccoli flowerets,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=796989"""
"""Onion Sandwich Spread""","""onion,cream cheese,mayonnaise,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=763607"""
"""Raisin Bread""","""flour,salt,raisins,milk,oil,sugar,baking powder,eggs,vanilla butternut flavoring""","""www.cookbooks.com/Recipe-Details.aspx?id=888922"""
"""Moist Oatmeal Cookies""","""oil,brown sugar,white sugar,eggs,flour,salt,soda,baking powder,coconut,nuts,oatmeal""","""www.cookbooks.com/Recipe-Details.aspx?id=1055391"""
"""Pecan Pie""","""eggs,syrup,sugar,margarine,vanilla,pecan halves,pie shell""","""www.cookbooks.com/Recipe-Details.aspx?id=194148"""
"""Florida Orange Chiffon Pie""","""concentrate,water,orange rind""","""www.cookbooks.com/Recipe-Details.aspx?id=975484"""
"""Stuffed Luncheon Loaf""","""macaroni,ham,cheddar cheese,bread crumbs,salt,pepper,onion juice,cream of chicken soup""","""www.cookbooks.com/Recipe-Details.aspx?id=52136"""
"""Date Roll""","""graham crackers,dates,marshmallows,cream,vanilla,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=423809"""
"""Sweet Potatoes For Two""","""sweet potatoes,brown sugar,butter,water,salt,ground nutmeg""","""www.cookbooks.com/Recipe-Details.aspx?id=593097"""
"""Peach Cobbler""","""sugar,flour,milk,baking powder,margarine,peaches""","""www.cookbooks.com/Recipe-Details.aspx?id=696848"""
"""Yogurt Pie""","""containers yogurt,graham cracker pie shells,fresh fruit""","""www.cookbooks.com/Recipe-Details.aspx?id=674120"""
"""Taco Casserole""","""ground chuck,onion,taco seasoning mix,salsa,Mexicorn,mayonnaise,sour cream,tortilla chips,cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=100621"""
"""Scalloped Oysters""","""oysters,crackers,butter,cream,salt,parsley""","""www.cookbooks.com/Recipe-Details.aspx?id=773326"""
"""Micro-Mushrooms""","""butter,onions,beef,garlic powder,pepper,fresh mushrooms,red wine""","""www.cookbooks.com/Recipe-Details.aspx?id=679304"""
"""Sweet Potato Casserole""","""sweet potatoes,butter,eggs,cornstarch,cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=942328"""
"""Turkey And Cornbread Casserole""","""mushroom soup,mixed veggies,turkey,mayo,water,cornbread mix""","""www.cookbooks.com/Recipe-Details.aspx?id=855277"""
"""Peach Or Apricot Jello Salad""","""pineapple,cream cheese,sugar,apricot jello,water,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=948746"""
"""Shepherd'S Pie""","""cooking oil,clove garlic,onion,beef,tomato sauce,beef bouillon,parsley,ground oregano,salt,mashed potatoes,Parmesan cheese,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=710749"""
"""Corn Tortillas""","""masa harina,water""","""www.cookbooks.com/Recipe-Details.aspx?id=676758"""
"""Chocolate Syrup""","""cocoa,cold water,salt,vanilla,liquid Sucaryl""","""www.cookbooks.com/Recipe-Details.aspx?id=1094"""
"""Broccoli Cornbread""","""cornbread mix,eggs,oleo,broccoli,onion,cottage cheese,shredded cheese,Crisco""","""www.cookbooks.com/Recipe-Details.aspx?id=525454"""
"""Barbecued Spoonburgers""","""shortening,ground beef,salt,red pepper,tomatoes,catsup,onion,black pepper,chili powder,Worcestershire sauce,flour""","""www.cookbooks.com/Recipe-Details.aspx?id=845452"""
"""Indoor S'Mores""","""marshmallows,light corn syrup,butter,milk chocolate chips,vanilla,Golden Grahams cereal,marshmallows""","""www.cookbooks.com/Recipe-Details.aspx?id=873765"""
"""Chocolate Eclair Cake""","""graham crackers,cold milk""","""www.cookbooks.com/Recipe-Details.aspx?id=384165"""
"""Eugene'S Chicken""","""beef,cream cheese,cream of chicken soup,sherry,chicken breasts,mushrooms,sour cream""","""www.cookbooks.com/Recipe-Details.aspx?id=495566"""
"""Easy Chicken Gumbo""","""chicken breasts,tomatoes,okra,onion,clove garlic,basil,oregano,red pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=510577"""
"""Baked Barbecue""","""hamburger,oatmeal,catsup,tomato sauce,onion,salt,pepper,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=7622"""
"""Cherry Chiffon Dessert""","""cherry pie filling,condensed milk,pineapple,marshmallows""","""www.cookbooks.com/Recipe-Details.aspx?id=846221"""
"""Old Fashioned Chocolate Pie""","""sugar,flour,cocoa,salt,milk,butter,eggs,sugar,cream of tartar,crust""","""www.cookbooks.com/Recipe-Details.aspx?id=57965"""
"""Barbecue""","""stew beef,pork,chili powder,green pepper,onion,tomato paste,brown sugar,vinegar,mustard,Worcestershire sauce,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=339475"""
"""One Dish Chicken Dinner""","""chicken,cream of mushroom soup,cream of chicken soup,cream of celery soup,instant rice,chicken broth,water,pepper,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=328126"""
"""Carrot Cake""","""flour,sugar,eggs,cooking oil,pumpkin pie spice,vanilla,carrots,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=522350"""
"""Chicken Pronto""","""chicken breasts,Italian dressing,Italian seasoned bread crumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=571608"""
"""1-2-3-4 Cake""","""butter,sugar,eggs,salt,baking powder,flour,milk,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=90740"""
"""Broccoli Salad""","""broccoli,bacon,raisins,onion,salad dressing,sugar,vinegar""","""www.cookbooks.com/Recipe-Details.aspx?id=261183"""
"""No Bake Peanut Butter Cookies""","""milk,oatmeal,peanut butter,honey""","""www.cookbooks.com/Recipe-Details.aspx?id=748246"""
"""Carrots A La Orange""","""carrots,butter,orange marmalade,ground nutmeg""","""www.cookbooks.com/Recipe-Details.aspx?id=369277"""
"""Bread And Butter Pickles""","""onions,cucumbers,salt,alum,vinegar,sugar,celery,turmeric,ginger""","""www.cookbooks.com/Recipe-Details.aspx?id=888781"""
"""No Crust Coconut Pie""","""butter,sugar,eggs,flour,vanilla,milk,flaked coconut""","""www.cookbooks.com/Recipe-Details.aspx?id=418437"""
"""Low-Fat Mexican Dip""","""plain yogurt,fresh cilantro,beans,chunky salsa,black olives,grated cheese,jalapeno peppers""","""www.cookbooks.com/Recipe-Details.aspx?id=79937"""
"""Barbecue Sauce""","""ketchup,pepsi,corn syrup,liquid smoke,Chachere,parsley flakes,celery seeds,onion,clove garlic,mustard,hot sauce""","""www.cookbooks.com/Recipe-Details.aspx?id=35088"""
"""Butter Pecan Pound Cake""","""butter,pecan,eggs,water,oil""","""www.cookbooks.com/Recipe-Details.aspx?id=46040"""
"""Grasshopper Pie""","""cookie crust,milk,marshmallows,heavy cream,creme de cacao,creme""","""www.cookbooks.com/Recipe-Details.aspx?id=466332"""
